cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	A83B5080-CF0F-CB13-E040-02272E5B8561	1	1584251819	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"6","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	A83B5080-CF0F-CB13-E040-02272E5B8561	0	1584251821	{"level":1,"stage":1,"knivesThrown":3,"time":2.3,"levelTime":2.3,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	73D93E40-C865-F659-70E6-A3E24E6EFAAD	1	1584251821	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"6","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	5C6C20F4-E0E8-16E8-DC49-54E25DD486FB	1	1584251825	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"7","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	5C6C20F4-E0E8-16E8-DC49-54E25DD486FB	0	1584251827	{"level":1,"stage":1,"knivesThrown":3,"time":2.25,"levelTime":2.25,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	253C3DE2-433E-F0CE-B34F-F39631B3BF3B	1	1584251827	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"7","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	E7FFB8EE-6782-8CD4-9A45-9C63D911ED8F	1	1584251835	{"level":1,"stage":1,"hasCompleted":false,"replayCount":"8","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	A597F604-EEEE-6E52-22A0-3DD57707467A	1	1584251837	{"level":1,"stage":2,"hasCompleted":false,"replayCount":"8","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	E7FFB8EE-6782-8CD4-9A45-9C63D911ED8F	0	1584251837	{"level":1,"stage":1,"knivesThrown":3,"time":2.2,"levelTime":2.2,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	A597F604-EEEE-6E52-22A0-3DD57707467A	0	1584251841	{"level":1,"stage":2,"knivesThrown":7,"time":5.8666666666667,"levelTime":3.6666666666667,"levelKnivesThrown":4,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	728CFA86-9511-7A4F-7FBB-8ED52BD8CD6B	1	1584251841	{"level":1,"stage":3,"hasCompleted":false,"replayCount":"2","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	728CFA86-9511-7A4F-7FBB-8ED52BD8CD6B	0	1584251846	{"level":1,"stage":3,"knivesThrown":14,"time":11.4,"levelTime":5.5333333333333,"levelKnivesThrown":7,"throwerSpeed":225,"completeStar":true,"timePar":10,"knivesPar":13,"timeStar":false,"knivesStar":false}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	B9C5CA65-CA3D-B3E2-721B-B05400615993	1	1584251957	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"9","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	D9BA4478-4441-39C7-7CCF-F5179330D4E9	1	1584251960	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"10","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	D9BA4478-4441-39C7-7CCF-F5179330D4E9	0	1584251962	{"level":1,"stage":1,"knivesThrown":3,"time":2.2666666666667,"levelTime":2.2666666666667,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	611D3028-BA66-85AC-2000-73AD5FE79F74	1	1584251962	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"9","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	611D3028-BA66-85AC-2000-73AD5FE79F74	0	1584251964	{"level":1,"stage":2,"knivesThrown":7,"time":4.5833333333333,"levelTime":2.3166666666667,"levelKnivesThrown":4,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	F8320F7B-1A6C-BCC7-DFED-7C26DF881B37	1	1584251964	{"level":1,"stage":3,"hasCompleted":true,"replayCount":"3","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	F8320F7B-1A6C-BCC7-DFED-7C26DF881B37	0	1584251970	{"level":1,"stage":3,"knivesThrown":22,"time":9.6166666666667,"levelTime":5.0333333333333,"levelKnivesThrown":15,"throwerSpeed":225,"completeStar":true,"timePar":10,"knivesPar":13,"timeStar":true,"knivesStar":false}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	308E22A3-61F1-9057-1C2C-8C29C7C151F9	1	1584251980	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"11","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	FDACC16C-6369-598F-6C71-AFA7B01B1320	1	1584251984	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"12","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	FDACC16C-6369-598F-6C71-AFA7B01B1320	0	1584251986	{"level":1,"stage":1,"knivesThrown":3,"time":2.2333333333333,"levelTime":2.2333333333333,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	C021D1F8-8C5A-269C-E715-8CDA6757BE1A	1	1584251986	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"10","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	C021D1F8-8C5A-269C-E715-8CDA6757BE1A	0	1584251988	{"level":1,"stage":2,"knivesThrown":7,"time":4.6,"levelTime":2.3666666666667,"levelKnivesThrown":4,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	2532D8E6-9698-FCD3-F1CE-97C1D527737A	1	1584251988	{"level":1,"stage":3,"hasCompleted":true,"replayCount":"4","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	37949C18-94FD-EF96-C732-F913F94E16A7	1	1584251994	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"13","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	BF21F324-FDB5-2AD5-8DBA-EC2DD61E551F	1	1584251997	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"14","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	BF21F324-FDB5-2AD5-8DBA-EC2DD61E551F	0	1584251999	{"level":1,"stage":1,"knivesThrown":3,"time":2.1666666666667,"levelTime":2.1666666666667,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	EDA86228-39A1-B33C-7832-F30857053E8E	1	1584251999	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"11","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	FCB216E3-F95E-FFC7-7D6A-0D1AFCBC34C5	1	1584252003	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"15","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	FCB216E3-F95E-FFC7-7D6A-0D1AFCBC34C5	0	1584252005	{"level":1,"stage":1,"knivesThrown":3,"time":2.3333333333333,"levelTime":2.3333333333333,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	A7D47FF2-57AF-672F-C64C-1E8597C2F212	1	1584252005	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"12","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	A7D47FF2-57AF-672F-C64C-1E8597C2F212	0	1584252008	{"level":1,"stage":2,"knivesThrown":7,"time":4.65,"levelTime":2.3166666666667,"levelKnivesThrown":4,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	3	A8787A20-528B-FC70-07A6-941DFB08E127	1	1584252008	{"level":1,"stage":3,"hasCompleted":true,"replayCount":"5","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	64B7B9D1-11E4-8390-BBE1-66F9362B5765	1	1584252012	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"16","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	3C24842F-3D56-D39C-2A5D-6DCB3EBDB604	1	1584252825	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"17","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	95F0B7EB-96D1-5565-444A-87C1908A275F	1	1584252830	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"18","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	95F0B7EB-96D1-5565-444A-87C1908A275F	0	1584252832	{"level":1,"stage":1,"knivesThrown":3,"time":2.1833333333333,"levelTime":2.1833333333333,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	8831B3EB-677C-AF9C-4197-25DC749AABD8	1	1584252833	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"13","throwerSpeed":225}
